grant_id,book,snippet
II_8_3542,8,"NICHOLAS BRUCE, 180 acs., in the Tarrascoe Neck; in Chuckeytuck Par., inNansemond Co., 29 Apr. 1693, p. 275. Beg. on E. side of the Hole Cr."
II_8_3544,8,"THOMAS BOBBY, 862 acs., (whereon he lives) in Jas. City Co., 29 Apr. 1693, p. 276. From Gregory Wells, on Chickahomany Riv. marsh, along lan"
II_8_3545,8,"RICHARD BUTT, of Norf, Co., 160 acs., in the Southern Br. precincts of Eliza. River; 29 Apr. 1693, p. 277. Beg. in the cut of the Round Sw.,"
II_8_3548,8,"JOHN CHILCOT, 220 acs., Low. Par, of Nanzemond; at head of Bennet’s CAVALIERS AND PIONEERS Cr; adj. Robert Peale; & towards land of Col. Car"
II_8_3552,8,"HUGH CAMPBELL, GENT., 160 acs., Low. Par, of Nansemond, at head of Bennet’s Cr., 29 Apr. 1693, p. 301. Beg. at Wm. Cophell & John Grandberry"
II_8_3573,8,"NICHOLAS SMITH, 150 acs., in Up. Par. of Surry Co; adj. land George Williams lives on; 20 Apr. 1694, p. 316. Adj. Thomas Warren, & Peter Deb"
II_8_3585,8,"JOHN WRIGHT, 600 acs., Up. Par. of Nansemond Co., 20 Apr, 1694, p. 325. Adj. Mr. Thomas Francis, & his own land. Granted to William Harrison"
II_8_3588,8,"MR. NATHAN KING, 635 acs., Up. Par. of Nansemond Co., 20 Apr. 1694, p. 327. Beg. at John Taylor & Ballard’s land; to N. side of Durty Swamp,"
II_8_3589,8,"SAME. 65 acs., same Co. & date; p. 328. Between Black Water & Sumer. ton Cr; down Black Water River, & Choan_ (Riv.) &c. Imp. of 2 pers: Tho"
II_8_3591,8,"JOHN COPELAND, 207 acs., Up. Par. of Nansemond Co; on S. side of the back Sw. of Sumerton, 20 Apr. 1694, p. 330. Adj. John Wallis, &c. Imp. "
II_8_3592,8,"JOHN MOLTON, 266 acs., Up. Par. of Nansemond Co; on §. side of the Beech Sw., 20 Apr. 1694, p. 330. Beg. on E. side of the Long Br., cor. of"
II_8_3593,8,"WILLIAM KING & MICHAEL KING, JUNR.; 840 acs., Up. Par. of Nansemond Co., 20 Apr. 1694, p. 331. Beg. at Nathan King, neare Battle's cleare gr"
II_8_3594,8,"BENJAMIN ROGERS, 350 acs., Up. Par. of Nansemond Co; on S§. side of Summerton Cr., 20 Apr. 1694, p, 332. Beg. at Ballard’s cor. on S. side o"
II_8_3595,8,"JAMES COLE, 519 acs., Up. Par. of Nansemond Co; adj. Mr. Baker’s Land at Buckland, on SE side of Szram Sw., 20 Apr. 1694, p. 333. Imp. of 11"
II_8_3596,8,"JOHN DAVIE, 250 acs., Up. Par. of Nansemond Co; on S. side of the Beechen Sw. of Sumerton Cr., & on the Long Branch of same; 20 Apr. 1694, p"
II_8_3597,8,"JOSEPH BALLARD, ELISHA BALLARD, 550 acs., Up. Par. of Nansemond Co; S. side of Sumerton Cr. & on N. side of Beech Sw; 20 Apr. 1694, p. 334. "
II_8_3598,8,"ROBERT YATES, 150 acs., Up. Par. of Nansemond Co; E'ly. from the Meadow Sw; cor. to Bream’s patent; 20 Apr. 1694, p. 335. Imp. of 3. pers:, "
II_8_3600,8,"JOHN BUTLER, Taylor, 230 acs., Up. Par. of Nansemond Co., called Maids Town, on E. side of the Knotty Pine Sw; next to Buckland; 20 Apr. 169"
II_8_3601,8,"CHARLES SCOT, 160 acs., Up. Par. of Nansemond Co; on SW side of br. of Sarum Sw., 20 Apr. 1694, p, 336. Imp. of 4 pers: Richard Brooks, Rebe"
II_8_3602,8,"SAME. 300 acs;, samtesco., & date; p. 337, On NW side’ of Knotty Pine Sw., running our of Sétam Sw; adj. Peter Phebus. Imp. of &: pers: Wil."
II_8_3604,8,"RICHARD BAREFIELD, 90 acs., Up. Par. of Nansemond Co; on W. side of a br. of Saram Sw; 20 Apr. 1694, p. 338. Imp. of 2 pers: William Parker,"
II_8_3606,8,"PETER PHEBUS, 250 acs., Up. Par. of Nansemond Co; on E. side of a br. of Saram maine Sw., adj. Richard Barefield; 20 Apr. 1694, p. 340. Imp."
II_8_3608,8,"WILLIAM EDWARDS, 96 acs., Up. Par. of Nansemond Co; on SW side of Knuccles Sw. out of Sumerton Sw; adj. Mr, Wright & James Cole; 20 Apr. 169"
II_8_3609,8,"JOHN LEE, 960 acs., Up. Par. of Nansemond Co; on E. side of Sumerton Cr., 20. Apr. 1694, p. 341. Beg. on a small island on E. side of said C"
II_8_3619,8,"JAMES THELABOLL, of Norf. Co., 423 acs. in Little Creeke precincts; 20 Apr. 1694, p. 349. Adj. Wolfe’s Neck, which was granted to James Thel"
II_8_3621,8,"CHARLES. GRIFFEN, of Norf. Co., 208 acs. fn sd. Co; at head of Little Cr; adj. Huggins’ land; Lemuel Holmes; Richard Williams; & James Thela"
II_8_3639,8,"CAPT. JOHN BATTAILE & MR. FRANCIS MERIWETHER, 560° acs., in the freshes of Essex Co; about 2 mi. from the river; neare a br. of Cochill Cr.,"
II_8_3641,8,"ARTHUR ALLEN, 150 acs., at head Parker’s Cr; adj. Silvester Blake (?); 20 Apr. 1694, p. 365. Granted John Blake, Esqr., 30 Oct. 1662, desert"
II_8_3643,8,"WILLIAM BALDWIN, 100 acs., Up. Par. of Surry Co; NE side of Clay’s Branch; adj. Roger Delk, Capt. Robert Randall; & his own land; 20 Apr. 16"
II_8_3658,8,"JOHN MACKENNY, 450 acs., Is. of Wight & Nansemond Counties, 20 Apr. 1694, p. 377. Escheated from Michael Mackenny, Henry Gay & John Plummer,"
II_8_3664,8,"JOHN SANDERS & ROBERT ROBERTS, 7% acs. of marsh land, on E. side of King’s Cr; adj. 50 acs. belonging to them in right of their wives Sarah "
II_8_3674,8,TO THE VESTRY BELONGING TO KINGSTONE PARISH IN GLOCESTER CO; 40 acs. on N. side of Puddin Cr; adj. the Gleab Land of sd. parish; & land of P
II_8_3676,8,"EDWARD COLLINS, son & heir of Thomas Collins; 422 acs. New Kenr Co., Blisland Par., 26 Oct. 1694, p. 392. Beg. on N. side of the main Br. of"
II_8_3691,8,"ROBERT KING, 124 acs., Low. Par. of Is. of Wieht Co; adj. his own, & land of Maj. Burwell; 26 Oct. 1694, p. 401. Imp. of 3 pers Thomas Ellet"
II_8_3698,8,"CAPT. JOHN STYTH. 595 acs., James Citv Co., 21 Apr. 1695, p. 407. On S. side of Chicohamony Riv., beg. at Mr, Brumfeild, near the gr. run of"
II_8_3699,8,"CAVALIERS AND PIONEERS Sept. 1665, deserted, & granted Benjamin Eggleston, 23 Oct. 1690, deserted. & now granted by order, &c. Imp. of 12 pe"
II_8_3700,8,"WILLIAM RANDOLPH, ESQR.. 1221 acs., Henfico Co., in Verina Par; N. side of James Riv., above Westham Cr., 21 Avr. 1695, p. 408. Beg. at mout"
II_8_3703,8,"CAPT. HENRY BATT, 700 acs., has, City Co; upon brs. & towards S. side of the head of Bayley’s Cr; adj. land of James Waradin, called High Pe"
II_8_3704,8,"SAME, 270 acs., same Co., date, & page. In: Bristoll Par., on S. side of Appamattock Riv; being all the wast lands bet. Christonher Woodward"
II_8_3709,8,"SAME. 300 acs.. same Co., date, & page. “Heretofore recorded Nansemond County’; on E. side of the NW br. of Nensemond Riv. Granted John Land"
II_8_3715,8,"CAPT. JOHN BATTAILE, 600 acs., on §. side of Rappa. Riv., opposite the lower part of Nansimond Town; NW on Best’s Cr., SE on Cedar Cr; 21 Ap"
II_8_3717,8,"WILLIAM SUMNER, 110 acs., Nansemnond Co; on W. side of the S. br. of Nansemond Riv., 21 Apr. 1695, p. 421, 78 acs. part of 300 acs. granted "
II_8_3723,8,"EDWARD HOLMES & JOHN RICE, 382 acs. Up. Par. of Nansemond Co; on N. side of Bennett’s Cr., 21 Apr. 1695, p. 424. Beg. at William Spight, Jun"
II_8_3725,8,"WILLIAM SPIGHT, JUNR., 520 acs., Up. Par. of Nansemond Co; E. side of Bennet’s Cr; S. side of Spight’s Br; down N. side of Mirry Br., &c; 21"
II_8_3728,8,"OWEN DANIELL, 130 acs., in Is. of Wight & Nansemond Counties; beg. at Col. Milner’s cor. by maine run of King Saile Sw; to maine run of the "
II_8_3730,8,"WILLIAM HALL, 278 acs., Glocester ‘Co., in Petsoe Par., 21 Apr. 1695, p. 429. On N, side of Cole’s Br, near forke which falls into the maine"
II_8_3732,8,"WILLIAM HUNTER, Weaver, 200 acs. Un, Par. of Nansemond Co; E. side of the maine Cynruss Sw. of Bennet’s Cr; on S. side of the Further Br. of"
II_8_3736,8,"WILLIAM EDWARDS, 200 acs., Up. Par. of Nansemond Co: on N. side of Davies Mare Br. & SW side of Bennett's Cr; beg. near mouth of Baytree Br;"
II_8_3739,8,"JOHN HARRIS & JOHN LARKUM (Lurkum), 888 acs., Up. Par. of Nansemond Co; S. side of the Loosing Sw. & W. side of the maize desert; 21 Apr. CA"
II_8_3742,8,"FRANCIS BENTON, 108 acs., Up. Par. of Nensemond Co; on NW side of the S. br. of Nansemond River, beg. at mouth of Powell's Cr; on Widow Hill"
II_8_3746,8,"JAMES COLE, SENR., 50 acs., Up. Fer. of Nansemond Co; in the great Sw., on E. side of Nansemond River; adj. Mr. Wright & Murfry’s land, &c; "
II_8_3749,8,"JOHN MUREFREY, 80 acs., Up. Par. of Nansemond Co; in the Gr, Sw., on E. side of Nansemond River; beg. at his own & Mr. Wright’s land; 21 Apr"
II_8_3753,8,ALPHABETIZING. Main entries in this index are arranged in letter-by-letter alphabetical order.
